original_id,පාලි වචනය,කෙටි ව්‍යා,පද බෙදීම,සිංහල තේරුම,සංඥා නාම විස්තරය ,ව්‍යාකරණ විස්තරය ,නිරුක්තිය
37181,පජාපතිජිගුච්ඡක,විශේ,(පජාපති+ජිගුච්ඡක),ප්‍රජාවේ දෙවියා ගැන පිළිකුල් වන,,සමාසය: තතියා තප්පුරිස,
37182,පජාපතිත්ත,න,(පජා+පති+ත්ත),ප්‍රජාවේ දෙවියෙකු වීමේ බව,,නිෂ්පන්නය: තද්ධිත (ත්ත),
37183,පජාපතිපසංසක,විශේ,(පජාපති+පසංසක),ප්‍රජාවේ දෙවියාට ප්‍රශංසා කරන,,සමාසය: දුතියා තප්පුරිස,
37184,පජාපතී 1,ඉ,(පජා+පති+ඊ),බිරිඳ,,,
37185,පජාපතී 2,ඉ,(පජා+පති+ඊ),රැජින,,,
37186,පජායති,වකා,ප √ජන්,උපදියි,,,
37187,පජායන,න,ප √ජන්,උපත,,,
37188,පජායි,අතී,ප √ජන්,උපන්නේය,,,
37189,පජීවන්ත,මික්‍රි,ප √ජීව්,ජීවත්වන,,,
37191,පජොහති 1,වකා,ප √හු (ප+ජොහ+ති),දාදු ගසයි (37190 හා සම),,පදනම: √හු+හු+අ > ජොහ,
37190,පජොහති 2,වකා,ප √හු (ප+ජොහ+ති),දාදු ගසයි,,පදනම: √හු+හු+අ > ජොහ,
37221,පඤ්ච,සං,,පහ (5),,,
37222,පඤ්ච බලානි,භා,,(අවිනිශ්චිත),,,
37224,පඤ්චක,න,(පඤ්ච+ක),පහේ සමූහය,පණ්ඩක හෝ පඤ්චිකා බලන්න.,නිෂ්පන්නය: තද්ධිත (ක),
37225,පඤ්චකඞ්ග,පු,(පඤ්චක+අඞ්ග),උපාසකයෙකුගේ නම,"පසෙනදි රජුගේ මුලාදෑනිවරයා; බුදුරජාණන් වහන්සේගේ භක්තිමත් අනුගාමිකයෙකි, සංවාදවලට ප්‍රිය කළේය.",සමාසය: කම්මධාරය,
37226,පඤ්චකටුක,න,(පඤ්ච+කටුක),තියුණු ශාක පහක් (බෙහෙතක්),,සමාසය: දිගු,
37227,පඤ්චකනිපාත 1,පු,,ජාතකයේ 5වන පරිච්ඡේදය,,,
37228,පඤ්චකනිපාතපාළි,ඉ,(පඤ්චක+නිපාත+පාළි),අංගුත්තර නිකායේ 5වන පොත පාළිය,,සමාසය: කම්මධාරය,
37229,පඤ්චකප්පසත,න,(පඤ්ච+කප්පසත),කල්ප පන්සියයක්,,සමාසය: දිගු,
37230,පඤ්චකල්යාණ,න,,"ශුභ ලක්ෂණ පහ (කෙස්, මස්, දත්, සම, වයස)",,,
37236,පඤ්චක්ඛත්තුං,නි,(පඤ්ච+ක්ඛත්තුං),පස් වතාවක්,,නිෂ්පන්නය: තද්ධිත (ක්ඛත්තුං),
37237,පඤ්චක්ඛන්ධ,පු,(පඤ්ච+ඛන්ධ),පංච ස්කන්ධය,,සමාසය: දිගු | ශබ්ද වෙනස: ඛ් > ක්ඛ්,
37238,පඤ්චක්ඛන්ධදුක්ඛ,න,(පඤ්චක්ඛන්ධ+දුක්ඛ),පංච ස්කන්ධයේ දුක,,සමාසය: ඡට්ඨී තප්පුරිස,
37239,පඤ්චක්ඛන්ධධම්ම,පු,(පඤ්චක්ඛන්ධ+ධම්ම),පංච ස්කන්ධයේ ධර්මතා,,,
37240,පඤ්චක්ඛන්ධභාව,පු,(පඤ්චක්ඛන්ධ+භාව),පංච ස්කන්ධ භවය,,සමාසය: කම්මධාරය,
37241,පඤ්චක්ඛු,විශේ,,දර්ශන පහකින් යුත්,,,
37231,පඤ්චකාමගුණ 1,පු,(පඤ්ච+කාම+ගුණ),පංචකාම ගුණ,,සමාසය: දිගු,
37232,පඤ්චකාමගුණ 2,න,(පඤ්ච+කාම+ගුණ),පංචකාම ගුණ (37231 හා සම),,සමාසය: දිගු,
37233,පඤ්චකාමගුණපරිඤ්ඤාමුඛෙන,නි,(පඤ්චකාමගුණ+පරිඤ්ඤා+මුඛෙන),පංචකාම ගුණයේ සම්පූර්ණ අවබෝධය මගින්,,,
37234,පඤ්චකාමගුණසම්බාධ,විශේ,(පඤ්චකාමගුණ+සම්බාධ),පංචකාම ගුණයෙන් තදබද වූ,,,
37235,පඤ්චකාමගුණික,විශේ,(පඤ්ච+කාම+ගුණ+ඉක),පංචකාම ගුණයට සම්බන්ධ,,නිෂ්පන්නය: තද්ධිත (ඉක),
37242,පඤ්චගතිපරිච්ඡෙදඤාණ,න,(පඤ්චගති+පරිච්ඡෙද+ඤාණ),ගති පහ පැහැදිලිව නිර්වචනය කරන දැනුම,,,
37243,පඤ්චගතිපෙය්‍යාලවග්ග,පු,,සංයුත්තයේ සච්ච සංයුත්තයේ 11වන වර්ගය,,,
37244,පඤ්චගව,න,(පඤ්ච+ගව),පශු පහ,,සමාසය: දිගු,
37245,පඤ්චගොරස,පු,(පඤ්ච+ගොරස),කිරි නිෂ්පාදන පහ,,සමාසය: දිගු,
37246,පඤ්චගොරසපරිභොග,පු,(පඤ්චගොරස+පරිභොග),කිරි නිෂ්පාදන පහ භාවිතය,,,
37247,පඤ්චඞ්ග 1,න,(පඤ්ච+අඞ්ග),සාධක පහ,,සමාසය: දිගු,
37248,පඤ්චඞ්ග 2,විශේ,,සාධක පහකින් යුත්,,,
37250,පඤ්චඞ්ගවිප්පහීන,විශේ,(පඤ්ච+අඞ්ග+විප්පහීන),සාධක පහක් අත්හළ,,සමාසය: කම්මධාරය > බහුබ්බීහි,
37249,පඤ්චඞ්ගසමන්නාගත,විශේ,(පඤ්ච+අඞ්ග+සමන්නාගත),සාධක පහකින් සමන්විත,,සමාසය: තතියා තප්පුරිස,
67275,පඤ්චඞ්ගසම්පන්න,විශේ,(පඤ්චඞ්ග+සම්පන්න),අංග පහකින් සමන්විත,,සමාසය: තතියා තප්පුරිස,
37251,පඤ්චඞ්ගික,විශේ,(පඤ්ච+අඞ්ගික),සාධක පහකින් සමන්විත,,සමාසය: දිගු > බහුබ්බීහි,
37252,පඤ්චඞ්ගිකවග්ග,පු,,පඤ්චකනිපාතයේ 3වන වර්ගය,,,
37253,පඤ්චඞ්ගුලි,ඉ,(පඤ්ච+අඞ්ගුලි),ඇඟිලි පහ,,සමාසය: දිගු,
37254,පඤ්චඞ්ගුලිඅනුසාර,පු,(පඤ්චඞ්ගුලි+අනුසාර),ඇඟිලි පහ අනුගමනය කරමින්,,,
37255,පඤ්චඞ්ගුලික,න,(පඤ්ච+අඞ්ගුලි+ක),ඇඟිලි පහේ ලකුණ,,නිෂ්පන්නය: තද්ධිත (ක),
37256,පඤ්චචත්තාලීසම,සං.පූ,(පඤ්ච+චත්තාලීසම),හතළිස්පස්වන,,සමාසය: ද්වන්ද,
37257,පඤ්චචූළක,පු,,සනංකුමාරයාගේ නම,,,
37258,පඤ්චජාතකසත,න,(පඤ්ච+ජාතක+සත),ජාතක කථා පන්සියයක්,,සමාසය: දිගු,
37259,පඤ්චට්ඨානානි,න,(පඤ්ච+ඨාන+ආනි),පැති පහ,,සමාසය: දිගු,
37260,පඤ්චඨාන,න,(පඤ්ච+ඨාන),පැති පහ (37259 හා සම),,සමාසය: දිගු,
37264,පඤ්චත්තය 1,පු,(පඤ්ච+තය),පහ හා තුන,,සමාසය: ද්වන්ද,
73523,පඤ්චත්තය 2,න,(පඤ්ච+තය),මජ්ඣිම නිකායේ 102 සූත්රයට යොමුව,,සමාසය: ද්වන්ද,
37265,පඤ්චත්තාළීසති,සං,,හතළිස්පහ (45),,,
37261,පඤ්චතාල,විශේ,(පඤ්ච+තාල),තල් ගස් පහක් උස,,සමාසය: දිගු > බහුබ්බීහි,
71974,පඤ්චතාලීසා,සං,(පඤ්ච+තාලීසා),හතළිස්පස (45),,සමාසය: ද්වන්ද,
37262,පඤ්චතිංසති,සං,,තිස්පහ (35),,,
37263,පඤ්චතිංසතිම,සං.පූ,(පඤ්ච+තිංසතිම),තිස්පස්වන,,සමාසය: ද්වන්ද,
37266,පඤ්චදස,සං,,පහළොව (15),,,
37267,පඤ්චදසම,සං.පූ,(පඤ්ච+දසම),පහළොස්වන,,සමාසය: ද්වන්ද,
37268,පඤ්චදසවස්සක,විශේ,,වයස පහළොවේ,,,
37269,පඤ්චදසී,ඉ,(පඤ්ච+දස+ඊ),පොහෝ මාසයේ පහළොස්වන දිනය,,නිෂ්පන්නය: තද්ධිත (ඊ),
37270,පඤ්චද්වාර 1,න,(පඤ්ච+ද්වාර),ඉන්ද්රිය දොරටු පහ,,සමාසය: දිගු,
71063,පඤ්චද්වාර 2,විශේ,(පඤ්ච+ද්වාර),පස් දොරටුවෙන් යුත්,,සමාසය: දිගු > බහුබ්බීහි,
37271,පඤ්චද්වාරකාය,පු,(පඤ්චද්වාර+කාය),ඉන්ද්රිය දොරටු පහකින් යුත් ශරීරය,,සමාසය: කම්මධාරය,
37272,පඤ්චද්වාරවසෙන,නි,(පඤ්චද්වාර+වස+එන),ඉන්ද්රිය දොරටු පහ නිසා,,,
37273,පඤ්චද්වාරික,විශේ,(පඤ්ච+ද්වාර+ඉක),ඉන්ද්රිය දොරටු පහට අයත්,,නිෂ්පන්නය: තද්ධිත (ඉක),
37274,පඤ්චද්වාරිකවෙදනා,ඉ,(පඤ්චද්වාරික+වෙදනා),ඉන්ද්රිය දොරටු පහට සම්බන්ධ හැඟීම,,සමාසය: කම්මධාරය,
GAP4-2,පඤ්චදීප,පු,(පඤ්ච+දීප),පහන් පහක්,,සමාසය: දිගු,
37275,පඤ්චධනුසතික,විශේ,(පඤ්ච+ධනු+සතික),දුනු මිනුම් පන්සියයක්,,සමාසය: දිගු > බහුබ්බීහි,
37276,පඤ්චධා,නි,(පඤ්ච+ධා),පස් ආකාරයෙන්,,නිෂ්පන්නය: තද්ධිත (ධා),
37277,පඤ්චනයපද,න,(පඤ්ච+නය+පද),පස් ක්‍රමයේ පියවර,,සමාසය: ඡට්ඨී තප්පුරිස,
37278,පඤ්චනවුති,සං,,අනූපහ (95),,,
37282,පඤ්චන්නං 1,සං,(පඤ්ච+ආනං > අන්නං),පහට,,ශබ්ද වෙනස: ආන් > අන්න්,
37283,පඤ්චන්නං 2,සං,(පඤ්ච+ආනං > අන්නං),පහේ,,ශබ්ද වෙනස: ආන් > අන්න්,
37284,පඤ්චන්නං 3,සං,(පඤ්ච+ආනං > අන්නං),පහ වූ විට,,ශබ්ද වෙනස: ආන් > අන්න්,
37279,පඤ්චනිධිමුඛ,න,(පඤ්ච+නිධිමුඛ),ධන ලබාගැනීමට මාර්ග පහ,,සමාසය: දිගු,
37280,පඤ්චනීවරණ,න,(පඤ්ච+නීවරණ),බාධක පහ,,සමාසය: දිගු,
37281,පඤ්චනෙත්ත,විශේ,,දර්ශන පහකින් යුත්,,,
37285,පඤ්චපඤ්චසො,නි,(පඤ්ච+පඤ්ච+සො),පහෙන් පහට,,නිෂ්පන්නය: තද්ධිත (සො),
37286,පඤ්චපඤ්ඤාසති,සං,,පනස්පහ (55),,,
37287,පඤ්චපඤ්ඤාසම,සං.පූ,(පඤ්ච+පඤ්ඤාසම),පනස්පස්වන,,සමාසය: ද්වන්ද,
71171,පඤ්චපඤ්ඤාසවස්ස,න,(පඤ්චපඤ්ඤාසා+වස්ස),පනස්පස් වර්ෂ,,සමාසය: දිගු,
37288,පඤ්චපඤ්ඤාසා,සං,(පඤ්ච+පඤ්ඤාසා),පනස්පහ (37286 හා සම),,සමාසය: ද්වන්ද,
