Word,Meaning
stubble,ඉපනැල්ල | රැවුල් කොට සහිත
stubborn,ඇට්ටර | දැඩි | මුරණ්ඩු
stubbornly,සිතමතයේ | හිතුමතේ
stubbornness,මුරණ්ඩුකම
stubby,කොට සහිත
stucco,කටු නිමාව | බදාමය
stuck,ඇලුණු
stuck-up,උඩඟු
stud,කඳැණය | ගැවසී තිබෙනවා | ගැවසී සිටිනවා | දෙකොන් පොට ඇණය | දෙකොන්පොට ඇණය | පට්ටි සතා | පොහොට්ටුව | බොත්තම | මද රැන්ද
studded,ගැවසුවා
studding-sail,පටු පිට රුවල
student,ආධුනිකයා | ඉගෙනීමෙහි යෙදී සිටින්නා | ඡාත්‍ර | පරීක්ෂණයෙහි යෙදී සිටින්නා | විද්‍යාර්ථියා | ශිෂ්‍ය | ශිෂ්‍යයා | සිසු
studentisation,ස්ටුඩන්ට්කරණය
studentship,ශිෂ්‍යභාවය
studied,ඕනෑකමින් කරන ලද
studio,කලාකුටිය | ඡායාරූපාගාරය | මැදිරිය | චිත්‍ර ශාලාව | චිත්‍රශාලාව | චිත්‍රාගාරය | ශාලිකාව
studious,ඉගෙනීමෙහි ළැදි වූ | උත්සාහවත්
studiousness,ඉගෙනීමට ලැදිකම
study,අධ්‍යයන | අධ්‍යයනය | අධ්‍යයනාගාරය | අභ්‍යාසය | ඉගෙන ගන්නවා | ඉගෙනගන්නවා | ඉගෙනීම | කන්තෝරු කාමරය | පරිශ්‍රමය | පරීක්ෂා කොට දැනගන්නවා | පාඩම් කරනවා | සිතා මතා බැලීම | හදාරනවා | හැදෑරීම
"study,work",වැඩ අධ්‍යයනය
studying,අධ්‍යයනය කරනවා | පාඩම් කරනවා
stuff,අඩුවැඩිය | ඔබා පුරවනවා | කොමුපිළී | බඩ පිරෙනතුරු කනවා | බඩුමූට්ටු | රෙදිපිළි | ලටපට | වල්පල්
stuffing,පුරවන ද්‍රව්‍ය
stuffy,කේන්ති ගිය | පටු කල්පනා සහිත | වාතාශ්‍රයක් නැති
stull,ස්තලය
stultification,අඥානකම
stultify,අඥානකම දක්වනවා | තකතිරුකම දක්වනවා | නිෂ්ප්‍රභ කරනවා
stumble,ඇනහිටිනවා | පැකිළීම | පැකිළෙනවා | වරදෙහි වැටෙනවා | වැටීම
stumbling-block,අවහිරය | බාධාව
stump,අක්කොටය | කකුල | කණුව | කොටය | මාර්ජකය | විකට් කූර | සිත වික්ෂිප්ත කරනවා
stumped,උත්තර දීගත නොහැකිව අමාරුවට වැටුණු
stumper,උත්තර දීමට අමාරු ප්‍රශ්නය | මුල
stumpy,කොට | කොටයක් වැනි | තරබාරු
stun,ගසා සිහි නැතිකරනවා | තෝන්තු කරනවා
stung,දෂ්ට | දෂ්ට කරන ලද
stunner,තෝන්තු කරන්නා
stunning,ඉස්තරම් | මහ පළවෙනි
stunt,අමාරු වූ ක්‍රියාව | මහත් ප්‍රෝඩාව | වැම වළක්වනවා | විශාල රැවටිල්ල | සූත්තරය
stunted,කුරු | මිටි
stupa,චේතිය | චෛත්‍යය | තුබ | ථූප | ථූපය | දා ගැබ | වෙහෙර | ස්තූපය | සෑ | සෑය
stupa-ghara,ස්තූප ඝරය
stupe,උපනාහය
stupefaction,තොන්තුව
stupefy,තෝන්තු කරනවා | සිහිමුළා කරනවා
stupendous,අතිවිශාල | අරුම පුදුම | අලි | ආශ්චර්ය සම්පන්න
stupid,අඥ | අඥාන | අන්දමන්ද | අමන | චඩ | තකතීරු | මන්ද බුද්ධික | මූඩ | මොට්ට | මෝඩ | සිහි විකල
stupidity,ගොන්කම | මෝඩකම
stupidness,අනුවණකම
stupor,විමෝහය | සම්මෝහය | සිහිමුළාබව | හ්‍රාන්තිය
stuprum,දුරාචාරය
sturated,සාන්ද්‍ර
sturdy,ප්‍රබල | ශක්තිමත් | හැඩිදැඩි
sturgeon,මාලු විශේෂයක්
sturtle,කැස්බෑවා
stutter,ඇනහිටවමින් කතා කරනවා | ගොත ගසනවා | ගොතය | වික්කල් ගහනවා
stutterer,ගොත ගහන්නා
stuttering,ගොතය
sty,අපිරිසුදු තැන | ඌරුකොටුව
stygian,අපායෙහි වැනි | ඉතා අඳුරු
stylar,කීල
style,අන්දම | අලංකාරය | උල්කටුව | කලාක්‍රමය | කීලය | තාන්න මාන්නය | නියම නමින් සඳහන් කරනවා | පන්නය | පන්හිද වැනි දේ | පන්හිඳ | භාෂා විලාසය | භාෂාරීතිය | මෝස්තරය | රීති | රීතිය | ලාලිත්‍යය | ලේඛන ශෛලිය | ලේඛනිය | විලාසමය | විලාසය | ශෛලිය | ශෛලීය
stylet,උල්කටුව
stylish,අලුත් පන්නයට අයත් | ජේත්තුකාර | ලලිත | විධිමත් | හොඳට ඇඳපැළඳගත්
stylistic,ශෛලීගත
stylization,ශෛලිගත කිරීම
stylized,ශෛලීගත
stylo,පැන්සලක් වැනි පන්හිඳ | පෑන
stylodium,කීලාභය
stylograph,පැන්සලක් වැනි පන්හිඳ | පෑන
stylopod,කීලපාදය
stylopodium,කීලපාදය
stylostegium,රේණු මුකුට
stylus,කූර | තුලිකාව | පන්හිඳ | හිඳ
stymie,දුෂ්කර අවස්ථාව
styptic,කෝචකය | ලේ නවත්වන ඖෂධය
styraw,මැඩුවන්
styrax,ස්ටයිරැක්ස්
styrene,හයිඩ්‍රොකාබනයක්
su,සංවේදන ඒකකය
suarezianism,සූවරේසියානුවාදය
suasion,අවවාදය
suave,ප්‍රසන්න | ප්‍රියශීලි | මනෝඥ | සිත් ගන්නා
suavity,ප්‍රියශීලිභාවය
sub,අඩු | අතුරු | අනු | උප | පහත් | යටතේ | යුව
sub-agent,අතුරු අනුයෝජිතයා | අතුරු ප්‍රතීකාරකයා
sub-arctic,උප ආක්ටික්
sub-audio,අවශ්‍රව්‍ය
sub-base,යටි පාදකය
sub-chief,අනුනායක
sub-clan,උපවංශය
sub-class,උපපන්තිය
sub-commentary,ටීකාව
sub-committe,අනුකාරක සභාව
sub-committee,අනුකාරකසභාව
sub-contract,අතුරු කොන්තරාත්තුව | අතුරු ගිවිසුම
sub-culture,උප සංස්කෘතිය | උපසංස්කෘතිය
sub-cycle,උප චක්‍රය
sub-division,අතුරු කොටස | අතුරු කොටස් කිරීම | උප විභාජනය | පත්තුව | ප්‍රවිභාජනය
sub-editor,උප කර්තෘ | උප සංස්කාරක
sub-family,අතුරු පවුල
sub-grade,යටි බිම
sub-group,උපසමූහය
sub-head,අනුශීර්ෂය
sub-heading,අනුශීර්ෂය
sub-hymenium,උපසරුපටය
sub-index,උපදර්ශකය
sub-interval,උපප්‍රාන්තරය
sub-irrigation,යටින් දිය සැපැයීම
sub-judice,තවම විනිශ්චයකට නොපැමිණි | විභාග කරනු ලබන
sub-king,උපරාජ | යුවරජ
sub-lease,අතුරු බද්ද | අතුරුබද්ද
